Time,Date,Time,Temp,Ch1,Ch2,Ch3,Ch4
14629,27-06-2024,0:32:09,20.901,8.597,8.528,8.248,8.736
14630,27-06-2024,0:32:13,20.904,8.598,8.519,8.249,8.734
14631,27-06-2024,0:32:17,20.902,8.594,8.515,8.255,8.733
14632,27-06-2024,0:32:21,20.899,8.598,8.53,8.256,8.738
14633,27-06-2024,0:32:25,20.898,8.598,8.528,8.258,8.738
14634,27-06-2024,0:32:29,20.903,8.598,8.53,8.259,8.733
14635,27-06-2024,0:32:33,20.903,8.602,8.53,8.255,8.744
14636,27-06-2024,0:32:37,20.903,8.601,8.531,8.263,8.737
14637,27-06-2024,0:32:41,20.901,8.601,8.527,8.257,8.741
14638,27-06-2024,0:32:45,20.904,8.6,8.54,8.262,8.734
14639,27-06-2024,0:32:49,20.9,8.604,8.53,8.268,8.731
14640,27-06-2024,0:32:53,20.899,8.606,8.537,8.268,8.745
14641,27-06-2024,0:32:57,20.903,8.598,8.539,8.265,8.742
14642,27-06-2024,0:33:01,20.9,8.606,8.539,8.271,8.742
14643,27-06-2024,0:33:05,20.901,8.608,8.545,8.269,8.743
14644,27-06-2024,0:33:09,20.904,8.605,8.541,8.268,8.744
14645,27-06-2024,0:33:13,20.901,8.602,8.544,8.273,8.74
14646,27-06-2024,0:33:17,20.899,8.607,8.548,8.269,8.741
14647,27-06-2024,0:33:21,20.896,8.601,8.542,8.281,8.754
14648,27-06-2024,0:33:25,20.9,8.605,8.548,8.273,8.747
14649,27-06-2024,0:33:29,20.901,8.608,8.548,8.276,8.742
14650,27-06-2024,0:33:33,20.895,8.611,8.546,8.28,8.749
14651,27-06-2024,0:33:37,20.899,8.604,8.545,8.282,8.751
14652,27-06-2024,0:33:41,20.899,8.611,8.555,8.279,8.744
14653,27-06-2024,0:33:45,20.895,8.615,8.551,8.285,8.747
14654,27-06-2024,0:33:49,20.9,8.606,8.554,8.282,8.743
14655,27-06-2024,0:33:53,20.9,8.603,8.546,8.282,8.749
14656,27-06-2024,0:33:57,20.897,8.617,8.554,8.282,8.745
14657,27-06-2024,0:34:01,20.899,8.612,8.557,8.287,8.741
14658,27-06-2024,0:34:05,20.898,8.617,8.555,8.29,8.739
14659,27-06-2024,0:34:09,20.899,8.614,8.56,8.289,8.743
14660,27-06-2024,0:34:13,20.899,8.613,8.555,8.292,8.743
14661,27-06-2024,0:34:17,20.896,8.618,8.561,8.293,8.742
14662,27-06-2024,0:34:21,20.901,8.62,8.554,8.29,8.737
14663,27-06-2024,0:34:25,20.9,8.615,8.553,8.291,8.745
14664,27-06-2024,0:34:29,20.899,8.612,8.556,8.294,8.736
14665,27-06-2024,0:34:33,20.898,8.618,8.555,8.29,8.739
14666,27-06-2024,0:34:37,20.897,8.619,8.555,8.295,8.739
14667,27-06-2024,0:34:41,20.895,8.627,8.558,8.297,8.742
14668,27-06-2024,0:34:45,20.898,8.621,8.563,8.302,8.742
14669,27-06-2024,0:34:49,20.893,8.622,8.567,8.302,8.737
14670,27-06-2024,0:34:53,20.898,8.623,8.564,8.301,8.736
14671,27-06-2024,0:34:57,20.896,8.619,8.564,8.299,8.738
14672,27-06-2024,0:35:01,20.898,8.624,8.561,8.305,8.737
14673,27-06-2024,0:35:05,20.897,8.629,8.564,8.302,8.733
14674,27-06-2024,0:35:09,20.896,8.624,8.569,8.307,8.732
14675,27-06-2024,0:35:13,20.897,8.628,8.566,8.306,8.731
14676,27-06-2024,0:35:17,20.895,8.63,8.569,8.307,8.733
14677,27-06-2024,0:35:21,20.893,8.623,8.582,8.307,8.738
14678,27-06-2024,0:35:25,20.892,8.621,8.572,8.311,8.736
14679,27-06-2024,0:35:29,20.894,8.621,8.566,8.311,8.733
14680,27-06-2024,0:35:33,20.895,8.624,8.574,8.313,8.735
14681,27-06-2024,0:35:37,20.896,8.635,8.575,8.313,8.739
14682,27-06-2024,0:35:41,20.894,8.629,8.569,8.314,8.734
14683,27-06-2024,0:35:45,20.895,8.626,8.579,8.314,8.722
14684,27-06-2024,0:35:49,20.897,8.625,8.577,8.317,8.723
14685,27-06-2024,0:35:53,20.894,8.623,8.575,8.314,8.727
14686,27-06-2024,0:35:57,20.893,8.626,8.576,8.316,8.725
14687,27-06-2024,0:36:01,20.892,8.633,8.585,8.317,8.721
14688,27-06-2024,0:36:05,20.898,8.634,8.574,8.318,8.717
14689,27-06-2024,0:36:09,20.892,8.618,8.588,8.315,8.721
14690,27-06-2024,0:36:13,20.892,8.629,8.573,8.317,8.72
14691,27-06-2024,0:36:17,20.892,8.629,8.585,8.322,8.716
14692,27-06-2024,0:36:21,20.892,8.63,8.584,8.324,8.717
14693,27-06-2024,0:36:25,20.892,8.63,8.58,8.323,8.716
14694,27-06-2024,0:36:29,20.891,8.628,8.584,8.323,8.714
14695,27-06-2024,0:36:33,20.893,8.62,8.584,8.323,8.707
14696,27-06-2024,0:36:37,20.896,8.625,8.585,8.319,8.707
14697,27-06-2024,0:36:41,20.894,8.625,8.591,8.323,8.703
14698,27-06-2024,0:36:45,20.89,8.628,8.591,8.329,8.707
14699,27-06-2024,0:36:49,20.892,8.624,8.589,8.325,8.701
14700,27-06-2024,0:36:53,20.893,8.624,8.59,8.325,8.704
14701,27-06-2024,0:36:57,20.89,8.632,8.588,8.324,8.701
14702,27-06-2024,0:37:01,20.89,8.629,8.591,8.325,8.699
14703,27-06-2024,0:37:05,20.892,8.631,8.589,8.32,8.692
14704,27-06-2024,0:37:09,20.893,8.629,8.596,8.326,8.696
14705,27-06-2024,0:37:13,20.891,8.628,8.597,8.324,8.701
14706,27-06-2024,0:37:17,20.886,8.63,8.598,8.324,8.699
14707,27-06-2024,0:37:21,20.89,8.633,8.594,8.323,8.695
14708,27-06-2024,0:37:25,20.887,8.632,8.603,8.326,8.698
14709,27-06-2024,0:37:29,20.888,8.636,8.592,8.322,8.697
14710,27-06-2024,0:37:33,20.889,8.63,8.601,8.321,8.697
14711,27-06-2024,0:37:37,20.886,8.641,8.602,8.322,8.694
14712,27-06-2024,0:37:41,20.887,8.64,8.597,8.32,8.696
14713,27-06-2024,0:37:45,20.886,8.633,8.601,8.319,8.693
14714,27-06-2024,0:37:49,20.889,8.633,8.602,8.32,8.695
14715,27-06-2024,0:37:53,20.886,8.631,8.605,8.315,8.691
14716,27-06-2024,0:37:57,20.886,8.631,8.599,8.322,8.693
14717,27-06-2024,0:38:01,20.891,8.635,8.609,8.32,8.687
14718,27-06-2024,0:38:05,20.889,8.633,8.609,8.315,8.689
14719,27-06-2024,0:38:09,20.886,8.643,8.611,8.323,8.689
14720,27-06-2024,0:38:13,20.887,8.629,8.607,8.311,8.691
14721,27-06-2024,0:38:17,20.884,8.633,8.612,8.316,8.691
14722,27-06-2024,0:38:21,20.882,8.634,8.605,8.315,8.693
14723,27-06-2024,0:38:25,20.887,8.636,8.603,8.31,8.687
14724,27-06-2024,0:38:29,20.882,8.635,8.607,8.314,8.686
14725,27-06-2024,0:38:33,20.887,8.629,8.609,8.318,8.695
14726,27-06-2024,0:38:37,20.885,8.634,8.602,8.312,8.692
14727,27-06-2024,0:38:41,20.886,8.633,8.605,8.313,8.687
14728,27-06-2024,0:38:45,20.884,8.641,8.618,8.316,8.691
14729,27-06-2024,0:38:49,20.888,8.634,8.608,8.311,8.688
14730,27-06-2024,0:38:53,20.888,8.639,8.608,8.309,8.691
14731,27-06-2024,0:38:57,20.885,8.632,8.614,8.316,8.694
14732,27-06-2024,0:39:01,20.888,8.633,8.613,8.308,8.69
14733,27-06-2024,0:39:05,20.88,8.636,8.616,8.317,8.69
14734,27-06-2024,0:39:09,20.885,8.634,8.613,8.312,8.689
14735,27-06-2024,0:39:13,20.885,8.634,8.605,8.315,8.693
14736,27-06-2024,0:39:17,20.884,8.637,8.615,8.317,8.693
14737,27-06-2024,0:39:21,20.882,8.639,8.616,8.315,8.688
14738,27-06-2024,0:39:25,20.882,8.64,8.612,8.317,8.691
14739,27-06-2024,0:39:29,20.883,8.639,8.609,8.311,8.688
14740,27-06-2024,0:39:33,20.88,8.634,8.615,8.316,8.696
14741,27-06-2024,0:39:37,20.885,8.637,8.617,8.317,8.694
14742,27-06-2024,0:39:41,20.884,8.636,8.617,8.316,8.7
14743,27-06-2024,0:39:45,20.883,8.637,8.615,8.319,8.695
14744,27-06-2024,0:39:49,20.884,8.636,8.616,8.32,8.703
14745,27-06-2024,0:39:53,20.878,8.638,8.624,8.316,8.702
14746,27-06-2024,0:39:57,20.88,8.637,8.617,8.312,8.702
14747,27-06-2024,0:40:01,20.881,8.641,8.625,8.322,8.704
14748,27-06-2024,0:40:05,20.881,8.638,8.626,8.32,8.698
14749,27-06-2024,0:40:09,20.882,8.642,8.626,8.321,8.701
14750,27-06-2024,0:40:13,20.882,8.637,8.624,8.321,8.7
14751,27-06-2024,0:40:17,20.884,8.63,8.623,8.321,8.701
14752,27-06-2024,0:40:21,20.881,8.638,8.622,8.321,8.697
14753,27-06-2024,0:40:26,20.88,8.636,8.626,8.323,8.706
14754,27-06-2024,0:40:30,20.88,8.633,8.618,8.322,8.707
14755,27-06-2024,0:40:33,20.879,8.642,8.625,8.324,8.704
14756,27-06-2024,0:40:38,20.878,8.635,8.622,8.324,8.71
14757,27-06-2024,0:40:42,20.881,8.633,8.621,8.325,8.71
14758,27-06-2024,0:40:46,20.881,8.638,8.618,8.329,8.703
14759,27-06-2024,0:40:50,20.881,8.64,8.628,8.327,8.707
14760,27-06-2024,0:40:54,20.881,8.635,8.632,8.328,8.703
14761,27-06-2024,0:40:58,20.878,8.636,8.622,8.33,8.713
14762,27-06-2024,0:41:02,20.883,8.636,8.63,8.322,8.702
14763,27-06-2024,0:41:06,20.879,8.64,8.625,8.329,8.707
14764,27-06-2024,0:41:10,20.881,8.64,8.621,8.328,8.703
14765,27-06-2024,0:41:14,20.879,8.642,8.631,8.327,8.711
14766,27-06-2024,0:41:18,20.879,8.642,8.626,8.329,8.704
14767,27-06-2024,0:41:22,20.881,8.645,8.622,8.329,8.703
14768,27-06-2024,0:41:26,20.88,8.644,8.631,8.327,8.7
14769,27-06-2024,0:41:30,20.878,8.644,8.625,8.337,8.705
14770,27-06-2024,0:41:34,20.879,8.643,8.632,8.335,8.701
14771,27-06-2024,0:41:38,20.877,8.64,8.631,8.331,8.703
14772,27-06-2024,0:41:42,20.88,8.641,8.627,8.329,8.705
14773,27-06-2024,0:41:46,20.881,8.639,8.632,8.331,8.703
14774,27-06-2024,0:41:50,20.878,8.644,8.621,8.335,8.709
14775,27-06-2024,0:41:54,20.879,8.642,8.619,8.333,8.7
14776,27-06-2024,0:41:58,20.877,8.642,8.619,8.337,8.703
14777,27-06-2024,0:42:02,20.877,8.644,8.627,8.336,8.706
14778,27-06-2024,0:42:06,20.877,8.638,8.626,8.341,8.707
14779,27-06-2024,0:42:10,20.875,8.642,8.632,8.344,8.702
14780,27-06-2024,0:42:14,20.877,8.647,8.628,8.335,8.698
14781,27-06-2024,0:42:18,20.875,8.644,8.63,8.338,8.705
14782,27-06-2024,0:42:22,20.874,8.646,8.63,8.34,8.703
14783,27-06-2024,0:42:26,20.875,8.644,8.636,8.331,8.701
14784,27-06-2024,0:42:30,20.874,8.639,8.639,8.337,8.701
14785,27-06-2024,0:42:34,20.876,8.643,8.629,8.333,8.701
14786,27-06-2024,0:42:38,20.874,8.637,8.625,8.325,8.698
14787,27-06-2024,0:42:42,20.87,8.64,8.633,8.322,8.697
14788,27-06-2024,0:42:46,20.872,8.633,8.632,8.32,8.697
14789,27-06-2024,0:42:50,20.87,8.641,8.626,8.31,8.69
14790,27-06-2024,0:42:54,20.872,8.635,8.628,8.314,8.698
14791,27-06-2024,0:42:58,20.87,8.636,8.624,8.303,8.696
14792,27-06-2024,0:43:02,20.871,8.633,8.627,8.298,8.69
14793,27-06-2024,0:43:06,20.871,8.629,8.623,8.294,8.688
14794,27-06-2024,0:43:10,20.871,8.636,8.621,8.289,8.68
14795,27-06-2024,0:43:14,20.872,8.623,8.618,8.279,8.68
14796,27-06-2024,0:43:18,20.866,8.621,8.628,8.274,8.685
14797,27-06-2024,0:43:22,20.865,8.621,8.615,8.271,8.675
14798,27-06-2024,0:43:26,20.869,8.617,8.614,8.265,8.686
14799,27-06-2024,0:43:30,20.87,8.618,8.611,8.249,8.674
14800,27-06-2024,0:43:34,20.87,8.614,8.608,8.254,8.678
14801,27-06-2024,0:43:38,20.868,8.607,8.605,8.245,8.676
14802,27-06-2024,0:43:42,20.869,8.601,8.612,8.229,8.676
14803,27-06-2024,0:43:46,20.867,8.6,8.605,8.219,8.67
14804,27-06-2024,0:43:50,20.866,8.596,8.603,8.218,8.669
14805,27-06-2024,0:43:54,20.863,8.599,8.595,8.216,8.662
14806,27-06-2024,0:43:58,20.869,8.6,8.595,8.205,8.658
14807,27-06-2024,0:44:02,20.865,8.594,8.592,8.199,8.659
14808,27-06-2024,0:44:06,20.867,8.596,8.59,8.191,8.654
14809,27-06-2024,0:44:10,20.867,8.595,8.588,8.187,8.643
14810,27-06-2024,0:44:14,20.867,8.59,8.58,8.171,8.646
14811,27-06-2024,0:44:18,20.865,8.591,8.581,8.164,8.646
14812,27-06-2024,0:44:22,20.863,8.591,8.581,8.158,8.638
14813,27-06-2024,0:44:26,20.864,8.58,8.574,8.149,8.632
14814,27-06-2024,0:44:30,20.862,8.58,8.564,8.144,8.633
14815,27-06-2024,0:44:34,20.865,8.576,8.568,8.133,8.631
14816,27-06-2024,0:44:38,20.864,8.57,8.559,8.126,8.623
14817,27-06-2024,0:44:42,20.864,8.569,8.56,8.123,8.631
14818,27-06-2024,0:44:46,20.864,8.56,8.552,8.117,8.616
14819,27-06-2024,0:44:50,20.865,8.555,8.556,8.104,8.613
14820,27-06-2024,0:44:54,20.862,8.563,8.548,8.095,8.613
14821,27-06-2024,0:44:58,20.863,8.556,8.543,8.089,8.608
14822,27-06-2024,0:45:02,20.86,8.55,8.545,8.07,8.61
14823,27-06-2024,0:45:06,20.861,8.547,8.537,8.075,8.603
14824,27-06-2024,0:45:10,20.86,8.543,8.537,8.064,8.599
14825,27-06-2024,0:45:14,20.862,8.542,8.525,8.056,8.594
14826,27-06-2024,0:45:18,20.862,8.542,8.528,8.047,8.592
14827,27-06-2024,0:45:22,20.857,8.54,8.526,8.039,8.584
14828,27-06-2024,0:45:26,20.859,8.53,8.514,8.031,8.584
14829,27-06-2024,0:45:30,20.858,8.523,8.514,8.024,8.586
14830,27-06-2024,0:45:34,20.863,8.518,8.501,8.013,8.575
14831,27-06-2024,0:45:38,20.86,8.514,8.504,7.997,8.572
14832,27-06-2024,0:45:42,20.86,8.509,8.497,7.99,8.572
14833,27-06-2024,0:45:46,20.857,8.505,8.496,7.984,8.562
14834,27-06-2024,0:45:50,20.856,8.503,8.497,7.975,8.563
14835,27-06-2024,0:45:54,20.858,8.496,8.485,7.972,8.563
14836,27-06-2024,0:45:58,20.854,8.494,8.484,7.965,8.554
14837,27-06-2024,0:46:02,20.854,8.487,8.471,7.951,8.546
14838,27-06-2024,0:46:06,20.855,8.486,8.47,7.942,8.549
14839,27-06-2024,0:46:10,20.854,8.485,8.47,7.937,8.543
14840,27-06-2024,0:46:14,20.854,8.479,8.469,7.93,8.546
14841,27-06-2024,0:46:18,20.855,8.47,8.458,7.917,8.538
14842,27-06-2024,0:46:22,20.856,8.465,8.455,7.909,8.527
14843,27-06-2024,0:46:26,20.854,8.458,8.451,7.9,8.525
14844,27-06-2024,0:46:30,20.855,8.451,8.44,7.892,8.528
14845,27-06-2024,0:46:34,20.854,8.452,8.438,7.885,8.516
14846,27-06-2024,0:46:38,20.854,8.441,8.431,7.87,8.519
14847,27-06-2024,0:46:42,20.851,8.435,8.424,7.861,8.515
14848,27-06-2024,0:46:46,20.85,8.43,8.426,7.859,8.504
14849,27-06-2024,0:46:50,20.852,8.424,8.42,7.85,8.502
14850,27-06-2024,0:46:54,20.851,8.423,8.414,7.837,8.496
14851,27-06-2024,0:46:58,20.855,8.411,8.409,7.828,8.488
14852,27-06-2024,0:47:02,20.852,8.407,8.415,7.822,8.488
14853,27-06-2024,0:47:06,20.853,8.399,8.413,7.81,8.481
14854,27-06-2024,0:47:10,20.849,8.4,8.404,7.8,8.475
14855,27-06-2024,0:47:14,20.853,8.394,8.4,7.796,8.482
14856,27-06-2024,0:47:18,20.852,8.398,8.394,7.787,8.471
14857,27-06-2024,0:47:22,20.852,8.394,8.388,7.776,8.466
14858,27-06-2024,0:47:26,20.853,8.393,8.385,7.771,8.46
14859,27-06-2024,0:47:30,20.855,8.39,8.378,7.768,8.46
14860,27-06-2024,0:47:34,20.854,8.389,8.369,7.764,8.453
14861,27-06-2024,0:47:38,20.853,8.389,8.371,7.761,8.458
14862,27-06-2024,0:47:42,20.854,8.391,8.368,7.756,8.453
14863,27-06-2024,0:47:46,20.853,8.396,8.354,7.751,8.45
14864,27-06-2024,0:47:50,20.854,8.385,8.36,7.751,8.451
14865,27-06-2024,0:47:54,20.854,8.385,8.351,7.749,8.443
14866,27-06-2024,0:47:58,20.851,8.39,8.352,7.75,8.446
14867,27-06-2024,0:48:02,20.857,8.381,8.351,7.752,8.444
14868,27-06-2024,0:48:06,20.854,8.382,8.345,7.75,8.443
14869,27-06-2024,0:48:10,20.851,8.383,8.347,7.757,8.44
14870,27-06-2024,0:48:14,20.851,8.381,8.339,7.751,8.438
14871,27-06-2024,0:48:18,20.851,8.383,8.344,7.756,8.436
14872,27-06-2024,0:48:22,20.853,8.378,8.341,7.764,8.442
14873,27-06-2024,0:48:26,20.856,8.378,8.34,7.762,8.436
14874,27-06-2024,0:48:30,20.854,8.38,8.34,7.765,8.437
14875,27-06-2024,0:48:34,20.852,8.38,8.338,7.769,8.432
14876,27-06-2024,0:48:38,20.853,8.377,8.34,7.769,8.436
14877,27-06-2024,0:48:42,20.849,8.372,8.329,7.775,8.429
14878,27-06-2024,0:48:46,20.851,8.37,8.33,7.781,8.434
14879,27-06-2024,0:48:50,20.848,8.37,8.334,7.786,8.435
14880,27-06-2024,0:48:54,20.852,8.366,8.324,7.789,8.427
14881,27-06-2024,0:48:58,20.848,8.376,8.326,7.793,8.435
14882,27-06-2024,0:49:02,20.851,8.369,8.326,7.79,8.434
14883,27-06-2024,0:49:06,20.853,8.374,8.327,7.795,8.432
14884,27-06-2024,0:49:10,20.851,8.374,8.332,7.806,8.434
14885,27-06-2024,0:49:14,20.848,8.369,8.33,7.806,8.431
14886,27-06-2024,0:49:18,20.847,8.371,8.325,7.813,8.435
14887,27-06-2024,0:49:22,20.852,8.372,8.322,7.818,8.433
14888,27-06-2024,0:49:26,20.853,8.374,8.318,7.824,8.441
14889,27-06-2024,0:49:30,20.85,8.367,8.323,7.83,8.438
14890,27-06-2024,0:49:34,20.85,8.37,8.321,7.837,8.443
14891,27-06-2024,0:49:38,20.849,8.371,8.326,7.843,8.443
14892,27-06-2024,0:49:42,20.847,8.371,8.319,7.846,8.442
14893,27-06-2024,0:49:46,20.848,8.372,8.323,7.849,8.445
14894,27-06-2024,0:49:50,20.848,8.374,8.325,7.853,8.446
14895,27-06-2024,0:49:54,20.851,8.37,8.326,7.862,8.447
14896,27-06-2024,0:49:58,20.851,8.37,8.325,7.867,8.449
14897,27-06-2024,0:50:02,20.847,8.377,8.323,7.873,8.451
14898,27-06-2024,0:50:06,20.846,8.376,8.327,7.874,8.456
14899,27-06-2024,0:50:10,20.849,8.38,8.321,7.88,8.456
14900,27-06-2024,0:50:14,20.849,8.381,8.323,7.883,8.451
14901,27-06-2024,0:50:18,20.847,8.38,8.332,7.889,8.457
14902,27-06-2024,0:50:22,20.847,8.388,8.336,7.901,8.458
14903,27-06-2024,0:50:26,20.846,8.383,8.335,7.9,8.463
14904,27-06-2024,0:50:30,20.846,8.38,8.336,7.905,8.46
14905,27-06-2024,0:50:34,20.846,8.394,8.332,7.917,8.468
14906,27-06-2024,0:50:38,20.848,8.388,8.339,7.917,8.469
14907,27-06-2024,0:50:42,20.846,8.397,8.337,7.927,8.463
14908,27-06-2024,0:50:46,20.847,8.393,8.337,7.927,8.472
14909,27-06-2024,0:50:50,20.846,8.393,8.333,7.933,8.476
14910,27-06-2024,0:50:54,20.842,8.395,8.342,7.937,8.482
14911,27-06-2024,0:50:58,20.842,8.393,8.344,7.94,8.477
14912,27-06-2024,0:51:02,20.845,8.394,8.345,7.947,8.486
14913,27-06-2024,0:51:06,20.843,8.401,8.339,7.951,8.491
14914,27-06-2024,0:51:10,20.847,8.399,8.342,7.953,8.489
14915,27-06-2024,0:51:14,20.846,8.4,8.336,7.961,8.487
14916,27-06-2024,0:51:18,20.848,8.404,8.341,7.968,8.485
14917,27-06-2024,0:51:22,20.843,8.405,8.341,7.97,8.491
14918,27-06-2024,0:51:26,20.842,8.403,8.339,7.984,8.489
14919,27-06-2024,0:51:30,20.844,8.404,8.34,7.984,8.496
14920,27-06-2024,0:51:34,20.843,8.411,8.335,7.985,8.499
14921,27-06-2024,0:51:38,20.844,8.407,8.348,7.992,8.503
14922,27-06-2024,0:51:42,20.847,8.404,8.34,7.998,8.505
14923,27-06-2024,0:51:46,20.844,8.414,8.34,8.004,8.499
14924,27-06-2024,0:51:50,20.845,8.417,8.342,8.005,8.499
14925,27-06-2024,0:51:54,20.843,8.419,8.346,8.009,8.501
14926,27-06-2024,0:51:58,20.841,8.424,8.341,8.019,8.5
14927,27-06-2024,0:52:02,20.844,8.419,8.342,8.013,8.504
14928,27-06-2024,0:52:06,20.847,8.422,8.346,8.025,8.508
14929,27-06-2024,0:52:10,20.842,8.429,8.346,8.028,8.516
14930,27-06-2024,0:52:14,20.841,8.427,8.341,8.028,8.513
14931,27-06-2024,0:52:18,20.844,8.428,8.34,8.041,8.52
14932,27-06-2024,0:52:22,20.844,8.432,8.341,8.037,8.514
14933,27-06-2024,0:52:26,20.843,8.431,8.34,8.045,8.52
14934,27-06-2024,0:52:30,20.842,8.434,8.344,8.046,8.514
14935,27-06-2024,0:52:34,20.844,8.435,8.345,8.053,8.521
14936,27-06-2024,0:52:38,20.841,8.438,8.345,8.057,8.52
14937,27-06-2024,0:52:42,20.837,8.442,8.349,8.064,8.519
14938,27-06-2024,0:52:46,20.843,8.441,8.348,8.066,8.519
14939,27-06-2024,0:52:50,20.839,8.442,8.349,8.07,8.526
14940,27-06-2024,0:52:54,20.842,8.446,8.352,8.069,8.523
14941,27-06-2024,0:52:58,20.841,8.444,8.358,8.082,8.526
14942,27-06-2024,0:53:02,20.839,8.449,8.356,8.082,8.529
14943,27-06-2024,0:53:06,20.842,8.444,8.352,8.083,8.525
14944,27-06-2024,0:53:10,20.843,8.451,8.361,8.086,8.527
14945,27-06-2024,0:53:14,20.844,8.453,8.354,8.091,8.528
14946,27-06-2024,0:53:18,20.841,8.45,8.361,8.094,8.531
14947,27-06-2024,0:53:22,20.839,8.46,8.364,8.102,8.528
14948,27-06-2024,0:53:26,20.84,8.46,8.362,8.102,8.532
14949,27-06-2024,0:53:30,20.841,8.463,8.366,8.105,8.536
14950,27-06-2024,0:53:34,20.845,8.463,8.368,8.105,8.534
14951,27-06-2024,0:53:38,20.842,8.467,8.369,8.112,8.529
14952,27-06-2024,0:53:42,20.84,8.471,8.373,8.113,8.529
14953,27-06-2024,0:53:46,20.839,8.473,8.37,8.119,8.54
14954,27-06-2024,0:53:50,20.84,8.465,8.373,8.126,8.538
14955,27-06-2024,0:53:54,20.836,8.472,8.372,8.121,8.539
14956,27-06-2024,0:53:58,20.841,8.471,8.371,8.129,8.53
14957,27-06-2024,0:54:02,20.836,8.473,8.383,8.13,8.542
14958,27-06-2024,0:54:06,20.836,8.479,8.386,8.134,8.537
14959,27-06-2024,0:54:10,20.837,8.479,8.383,8.142,8.539
14960,27-06-2024,0:54:14,20.839,8.473,8.384,8.138,8.535
14961,27-06-2024,0:54:18,20.837,8.484,8.389,8.146,8.541
14962,27-06-2024,0:54:22,20.836,8.482,8.385,8.145,8.535
14963,27-06-2024,0:54:26,20.836,8.485,8.39,8.154,8.539
14964,27-06-2024,0:54:30,20.836,8.49,8.391,8.149,8.54
14965,27-06-2024,0:54:34,20.833,8.496,8.399,8.156,8.539
14966,27-06-2024,0:54:38,20.836,8.495,8.396,8.157,8.535
14967,27-06-2024,0:54:42,20.837,8.494,8.395,8.161,8.539
14968,27-06-2024,0:54:46,20.837,8.494,8.395,8.162,8.541
14969,27-06-2024,0:54:50,20.836,8.496,8.403,8.167,8.545
14970,27-06-2024,0:54:54,20.834,8.493,8.405,8.167,8.538
14971,27-06-2024,0:54:58,20.838,8.495,8.402,8.178,8.537
14972,27-06-2024,0:55:02,20.839,8.496,8.409,8.176,8.536
14973,27-06-2024,0:55:06,20.837,8.497,8.407,8.176,8.535
14974,27-06-2024,0:55:10,20.837,8.502,8.413,8.183,8.535
14975,27-06-2024,0:55:14,20.835,8.506,8.409,8.184,8.535
14976,27-06-2024,0:55:18,20.832,8.508,8.414,8.188,8.543
14977,27-06-2024,0:55:22,20.832,8.507,8.42,8.192,8.542
14978,27-06-2024,0:55:26,20.835,8.511,8.423,8.191,8.537
14979,27-06-2024,0:55:30,20.833,8.509,8.422,8.196,8.535
14980,27-06-2024,0:55:34,20.834,8.51,8.421,8.196,8.538
14981,27-06-2024,0:55:38,20.834,8.515,8.429,8.199,8.539
14982,27-06-2024,0:55:42,20.83,8.521,8.432,8.207,8.545
14983,27-06-2024,0:55:46,20.833,8.523,8.428,8.208,8.539
14984,27-06-2024,0:55:50,20.833,8.516,8.433,8.212,8.537
14985,27-06-2024,0:55:54,20.834,8.527,8.435,8.211,8.539
14986,27-06-2024,0:55:58,20.833,8.524,8.436,8.219,8.542
14987,27-06-2024,0:56:02,20.834,8.532,8.438,8.217,8.537
14988,27-06-2024,0:56:06,20.835,8.531,8.439,8.215,8.533
14989,27-06-2024,0:56:10,20.834,8.533,8.444,8.223,8.539
14990,27-06-2024,0:56:14,20.835,8.528,8.438,8.23,8.542
14991,27-06-2024,0:56:18,20.831,8.53,8.439,8.233,8.536
14992,27-06-2024,0:56:22,20.833,8.528,8.439,8.234,8.531
14993,27-06-2024,0:56:26,20.833,8.526,8.443,8.238,8.534
14994,27-06-2024,0:56:30,20.832,8.536,8.448,8.234,8.536
14995,27-06-2024,0:56:34,20.832,8.538,8.443,8.24,8.536
14996,27-06-2024,0:56:38,20.831,8.539,8.45,8.237,8.534
14997,27-06-2024,0:56:42,20.83,8.533,8.446,8.243,8.531
14998,27-06-2024,0:56:46,20.833,8.538,8.453,8.248,8.533
14999,27-06-2024,0:56:50,20.83,8.545,8.447,8.255,8.538
15000,27-06-2024,0:56:54,20.832,8.549,8.451,8.257,8.531
15001,27-06-2024,0:56:58,20.834,8.542,8.454,8.253,8.539
15002,27-06-2024,0:57:02,20.828,8.541,8.455,8.256,8.536
15003,27-06-2024,0:57:06,20.83,8.546,8.458,8.26,8.536
15004,27-06-2024,0:57:10,20.83,8.546,8.459,8.26,8.528
15005,27-06-2024,0:57:14,20.832,8.551,8.457,8.269,8.531
15006,27-06-2024,0:57:18,20.831,8.55,8.467,8.267,8.529
15007,27-06-2024,0:57:22,20.83,8.552,8.464,8.271,8.533
15008,27-06-2024,0:57:26,20.828,8.554,8.472,8.274,8.525
15009,27-06-2024,0:57:30,20.83,8.557,8.461,8.27,8.532
15010,27-06-2024,0:57:34,20.83,8.552,8.467,8.278,8.528
15011,27-06-2024,0:57:38,20.829,8.558,8.473,8.278,8.529
15012,27-06-2024,0:57:42,20.833,8.556,8.465,8.277,8.537
15013,27-06-2024,0:57:46,20.83,8.555,8.466,8.283,8.526
15014,27-06-2024,0:57:50,20.829,8.559,8.469,8.285,8.531
15015,27-06-2024,0:57:54,20.83,8.558,8.475,8.284,8.525
